year,REGION,Council,STATEABBR,GEO_NAME,MAPNAME,geography,TOTPOP,personal_disruption,pop_composition,poverty,labor_force_str,housing_characteristics,housing_disrupt,retiree_migration,urban_sprawl_index,RecEng,RecRel,ComEng,ComRel,ComEng_ct,ComRel_ct,RecEng_ct,RecRel_ct,personal_disruption_rank,pop_composition_rank,poverty_rank,labor_force_str_rank,housing_characteristics_rank,housing_disrupt_rank,retiree_migration_rank,urban_sprawl_index_rank
2022,Northeast,New England,NH,"Dover, NH",Dover,"Dover city, New Hampshire","32,849",-0.475,-0.454,-0.506,-0.861,0.073,0.629,-0.76,-0.034,-0.147,-0.158,-0.123,-0.118,low,low,low,low,low,low,low,low,med,med high,low,low
2022,Northeast,Mid-Atlantic,NY,"Oceanside, NY",Oceanside,"Oceanside CDP, New York","31,488",-0.59,0.249,-0.756,-0.383,-1.252,0.236,0.161,1.18,0.359,-0.113,-0.123,-0.118,low,low,med,low,low,med,low,low,low,med,med,high
2022,Northeast,New England,MA,"Lynn, MA",Lynn,"Lynn city, Massachusetts","100,653",0.622,3.412,0.578,-0.586,0.035,1.004,-0.701,1.116,-0.088,-0.16,-0.123,-0.121,low,low,low,low,med high,high,med high,low,med,high,low,high
2022,Northeast,New England,ME,"Long Island, ME",Long Island,"Long Island town, Cumberland County, Maine",282,-1.068,-0.895,-1.067,-0.66,-0.169,-1.221,0.054,-0.063,-0.232,-0.163,-0.124,0.231,low,med,low,low,low,low,low,low,low,low,med,low
2022,Northeast,New England,ME,"Robbinston, ME",Robbinston,"Robbinston town, Washington County, Maine",626,-0.41,-0.858,0.256,0.817,0.571,1.724,0.509,-2.862,-0.232,-0.163,-0.124,0.037,low,med,low,low,low,low,med,med high,med high,high,med high,low
2022,Northeast,Mid-Atlantic,NJ,"Avon-by-the-Sea, NJ",Avon-by-the-Sea,"Avon-by-the-Sea borough, New Jersey","1,792",-0.55,-0.367,0.002,0.303,-0.532,0.198,0.887,1.034,1.654,1.17,-0.124,-0.066,low,low,high,high,low,low,med,med,low,med,med high,high
2022,Northeast,New England,NH,"Hampton Falls, NH",Hampton Falls,"Hampton Falls town, Rockingham County, New Hampshire","2,375",-0.839,-0.956,-0.897,-0.317,-1.002,-0.43,-0.17,0.239,-0.205,-0.141,-0.124,-0.08,low,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,Mid-Atlantic,MD,"West Ocean City, MD",West Ocean City,"West Ocean City CDP, Maryland","5,246",-0.045,-0.574,-0.241,-0.369,0.179,0.178,-0.102,-1.396,1.13,0.597,-0.124,-0.103,low,low,high,med high,low,low,low,low,med,med,low,low
2022,Northeast,Mid-Atlantic,NY,"Merrick, NY",Merrick,"Merrick CDP, New York","21,004",-0.792,-0.293,-0.856,-0.474,-1.951,0.005,-0.256,1.202,0.043,-0.131,-0.124,-0.117,low,low,med,low,low,low,low,low,low,med,low,high
2022,Northeast,New England,ME,"Whiting, ME",Whiting,"Whiting town, Washington County, Maine",528,-0.99,-0.823,-1.004,0.4,0.855,-0.12,0.605,-2.609,-0.232,-0.163,-0.125,0.147,low,med,low,low,low,low,low,med,med high,low,med high,low
2022,Northeast,Mid-Atlantic,MD,"Newark, MD",Newark,"Newark CDP, Maryland",277,-0.578,-1.082,0.2,-0.786, NA, NA,-0.912, NA,-0.232,-0.163,-0.127,0.209,low,med,low,low,low,low,med,low,NA,NA,low,NA
2022,Northeast,Mid-Atlantic,NJ,"Leonardo, NJ",Leonardo,"Leonardo CDP, New Jersey","2,336",-0.55,-0.337,-0.481,-0.654,0.031,-0.228,-0.334,0.156,0.621,0.739,-0.127,-0.082,low,low,med high,med high,low,low,low,low,med,low,low,med
2022,Northeast,New England,RI,"Coventry, RI",Coventry,"Coventry town, Kent County, Rhode Island","35,656",-0.359,-0.521,-0.369,-0.471,0.34,-0.347,-0.332,-0.408,-0.232,-0.163,-0.127,-0.119,low,low,low,low,low,low,low,low,med,low,low,low
2022,Northeast,New England,ME,"Criehaven, ME",Criehaven,"Criehaven UT, Knox County, Maine",0, NA, NA, NA, NA, NA, NA, NA, NA,-0.232,,-0.127,,low,NA,low,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Northeast,New England,ME,"Camden, ME",Camden,"Camden CDP, Maine","3,644",-0.45,-0.47,-0.335,0.567,0.068,1.393,0.736,-1.038,-0.232,-0.163,-0.128,-0.084,low,low,low,low,low,low,low,med high,med,high,med high,low
2022,Northeast,New England,ME,"Monhegan, ME",Monhegan,"Monhegan plantation, Lincoln County, Maine",119,-1.011,-0.245,0.18,-1.325,-0.065,2.622,-0.797, NA,-0.232,-0.163,-0.129,0.625,low,med high,low,low,low,low,med,low,low,high,low,NA
2022,Northeast,Mid-Atlantic,NY,"East Moriches, NY",East Moriches,"East Moriches CDP, New York","5,581",-0.956,-0.601,-0.916,0.15,-1.103,1.147,0.447,0.47,0.507,0.13,-0.129,-0.106,low,low,med high,med,low,low,low,med,low,high,med,med
2022,Northeast,New England,MA,"Oak Bluffs, MA",Oak Bluffs,"Oak Bluffs town, Dukes County, Massachusetts","5,327",-0.019,-0.197,-0.856,-0.053,-0.168,1.611,0.228,0.601,1.1,0.288,-0.131,-0.103,low,low,high,med,low,low,low,low,low,high,med,med high
2022,Northeast,New England,ME,"Pembroke, ME",Pembroke,"Pembroke town, Washington County, Maine",915,0.314,-0.525,0.878,0.319,1.192,-0.787,0.375,-2.895,-0.232,-0.163,-0.133,-0.009,low,low,low,low,med,low,med high,med,high,low,med,low
2022,Northeast,New England,ME,"Surry, ME",Surry,"Surry town, Hancock County, Maine","1,756",-0.05,-0.841,-0.789,0.189,0.953,-0.573,0.573,-1.791,-0.232,-0.163,-0.133,-0.055,low,low,low,low,low,low,low,med,med high,low,med high,low
2022,Northeast,New England,ME,"Kennebunk, ME",Kennebunk,"Kennebunk CDP, Maine","6,000",-0.349,-0.501,-0.236,0.304,0.258,-0.176,0.647,-0.3,-0.124,-0.14,-0.133,-0.103,low,low,low,low,low,low,low,med,med,low,med high,low
2022,Northeast,Mid-Atlantic,NY,"Atlantic Beach, NY",Atlantic Beach,"Atlantic Beach village, New York","1,321",-0.892,-0.568,-0.861,0.028,-1.997,-0.36,0.313,1.246,-0.232,-0.163,-0.134,-0.064,low,low,low,low,low,low,low,med,low,low,med,high
2022,Southeast,Mid-Atlantic,NC,"Sneads Ferry, NC",Sneads Ferry,"Sneads Ferry CDP, North Carolina","2,140",-0.29,-0.877,0.208,-0.007,1.327,-1.038,-0.214,-0.746,0.35,0.538,-0.134,-0.086,low,low,med,med high,low,low,med,low,high,low,low,low
2022,Northeast,Mid-Atlantic,VA,"Chesapeake, VA",Chesapeake,"Chesapeake city, Chesapeake city, Virginia","249,377",-0.265,-0.27,-0.348,-0.587,-0.107,-0.032,-0.487,-0.312,0.154,-0.159,-0.134,-0.121,low,low,med,low,low,low,low,low,low,low,low,low
2022,Northeast,Mid-Atlantic,VA,"Gwynn, VA",Gwynn,"Gwynn CDP, Virginia",639,-1.336,-1.161, NA,0.704, NA, NA,0.699,-0.833,-0.232,-0.163,-0.136,-0.006,low,low,low,low,low,low,NA,med high,NA,NA,med high,low
2022,Northeast,New England,NH,"New Castle, NH",New Castle,"New Castle town, Rockingham County, New Hampshire",904,-1.027,-0.787,-0.724,0.948,-1.748,0.042,0.979,1.694,-0.008,0.38,-0.136,-0.031,low,low,low,med,low,low,low,med high,low,med,med high,high
2022,Northeast,New England,NH,"East Kingston, NH",East Kingston,"East Kingston town, Rockingham County, New Hampshire","2,209",-0.208,-1.006,0.708,0.531,-0.372,0.467,0.338,0.08,-0.232,-0.163,-0.137,-0.091,low,low,low,low,low,low,med high,med high,low,med,med,med
2022,Northeast,New England,MA,"Dover, MA",Dover,"Dover CDP, Massachusetts","2,512",-0.429,-0.794,-0.769,-0.183,-3.096,-0.795,-0.336,1.084,-0.232,-0.163,-0.137,-0.094,low,low,low,low,low,low,low,low,low,low,low,high
2022,Northeast,Mid-Atlantic,DE,"Long Neck, DE",Long Neck,"Long Neck CDP, Delaware","2,983",-0.374,-0.66,-0.2,0.905,2.002,-0.703,1.262,-1.487,-0.232,-0.163,-0.137,-0.099,low,low,low,low,low,low,low,med high,high,low,high,low
2022,Northeast,Mid-Atlantic,NJ,"Egg Harbor, NJ",Egg Harbor,"Egg Harbor township, Atlantic County, New Jersey","47,488",-0.061,0.267,-0.227,-0.535,0.041,-0.544,-0.355,-0.585,-0.013,-0.151,-0.137,-0.12,low,low,low,low,low,med,low,low,med,low,low,low
2022,Northeast,Mid-Atlantic,NJ,"Marlboro/Morganville, NJ",Marlboro,"Marlboro township, Monmouth County, New Jersey","41,480",-0.803,-0.237,-0.744,-0.334,-1.797,-0.407,-0.383, NA,-0.232,-0.163,-0.137,-0.12,low,low,low,low,low,low,low,low,low,low,low,NA
2022,Northeast,Mid-Atlantic,NY,"Shelter Island, NY",Shelter Island,"Shelter Island CDP, New York","2,564",0.004,0.441,-1.025,-0.322, NA,0.438,-0.497,0.354,-0.232,-0.163,-0.138,-0.091,low,low,low,low,med,med,low,low,NA,med,low,med
2022,Northeast,New England,RI,"Jamestown, RI",Jamestown,"Jamestown town, Newport County, Rhode Island","5,554",-0.628,-0.829,-0.868,0.534,-0.539,0.968,0.828,0.302,0.468,0.019,-0.138,-0.108,low,low,med,med,low,low,low,med high,low,med high,med high,med
2022,Northeast,Mid-Atlantic,VA,"Onancock, VA",Onancock,"Onancock town, Virginia","1,434",0.615,-0.079,0.82,0.623,0.653,-0.415,0.703,-1.239,-0.181,-0.077,-0.14,-0.064,low,low,low,low,med high,low,med high,med high,med high,low,med high,low
2022,Northeast,Mid-Atlantic,NJ,"North Wildwood, NJ",North Wildwood,"North Wildwood city, New Jersey","3,639",-0.591,-0.922,-0.865,1.327,0.338,0.319,1.855,-0.423,-0.232,-0.163,-0.141,-0.105,low,low,low,low,low,low,low,high,med,med,high,low
2022,Northeast,New England,MA,"Methuen Town, MA",Methuen Town,"Methuen Town city, Massachusetts","52,812",-0.108,1.566,0.082,-0.496,-0.096,0.142,-0.372,0.52,-0.232,-0.163,-0.141,-0.121,low,low,low,low,low,high,med,low,low,med,low,med high
2022,Northeast,New England,ME,"Lincolnville, ME",Lincolnville,"Lincolnville town, Waldo County, Maine","2,285",-0.357,-0.855,-0.781,-0.331,0.625,-0.501,-0.067,-1.329,-0.232,-0.163,-0.142,-0.094,low,low,low,low,low,low,low,low,med high,low,low,low
2022,Southeast,Mid-Atlantic,NC,"Holden Beach, NC",Holden Beach,"Holden Beach town, North Carolina",997,-0.909,-0.91,-0.491,1.235,0.05,-0.193,1.521,-0.784,-0.142,-0.048,-0.143,-0.039,low,low,low,low,low,low,low,high,med,low,high,low
2022,Northeast,New England,ME,"Jonesboro, ME",Jonesboro,"Jonesboro town, Washington County, Maine",593,0.086,-0.519,0.157,0.374,1.511,-1.743,0.106,-2.548,-0.232,-0.163,-0.144,0.011,low,med,low,low,med,low,med,med,high,low,med,low
2022,Northeast,Mid-Atlantic,VA,"District 4/Cheriton/Eastville (Northampton County), VA",District 4 (Northampton County),"District 4, Northampton County, Virginia","2,587",-0.243,-0.399,-0.193,0.592,0.49,0.671,0.813, NA,-0.215,-0.147,-0.144,-0.092,low,low,low,low,low,low,low,med high,med,med high,med high,NA
2022,Northeast,Mid-Atlantic,MD,"Snow Hill, MD",Snow Hill,"Snow Hill town, Maryland","2,359",0.962,-0.369,1.168,-0.498,0.458,0.119,-0.27,-1.654,-0.232,-0.163,-0.144,-0.099,low,low,low,low,med high,low,high,low,med,med,low,low
2022,Southeast,Mid-Atlantic,NC,"Nags Head, NC",Nags Head,"Nags Head town, North Carolina","3,153",-0.881,-0.845,-1.048,0.689,0.646,-0.104,1.322,-1.169,14.922,9.951,-0.144,-0.105,low,low,high,high,low,low,low,med high,med high,low,high,low
2022,Northeast,Mid-Atlantic,NJ,"Tuckerton, NJ",Tuckerton,"Tuckerton borough, New Jersey","3,582",-0.166,-0.556,-0.936,-0.27,0.252,-0.302,0.044,-0.357,0.006,-0.074,-0.144,-0.107,low,low,med,low,low,low,low,low,med,low,med,low
2022,Northeast,New England,CT,"Haddam/Higganum, CT",Haddam,"Haddam town, Middlesex County, Connecticut","8,492",-0.405,-0.735,-0.609,-0.591,-0.298, NA,-0.525,-0.031,-0.232,-0.163,-0.144,-0.115,low,low,low,low,low,low,low,low,low,NA,low,low
2022,Northeast,Mid-Atlantic,NJ,"Absecon, NJ",Absecon,"Absecon city, New Jersey","9,086",-0.099,0.229,-0.119,-0.227,-0.044,-1.16,-0.175,-0.608,0.697,0.085,-0.144,-0.116,low,low,med high,med,low,med,low,low,low,low,low,low
2022,Northeast,New England,RI,"East Greenwich, RI",East Greenwich,"East Greenwich town, Kent County, Rhode Island","14,285",-0.717,-0.37,-0.555,-0.582,-0.665,-0.206,-0.514,0.095,-0.232,-0.163,-0.144,-0.116,low,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,Mid-Atlantic,NY,"Copiague/Amity Harbor, NY",Copiague,"Copiague CDP, New York","23,442",0.334,2.845,0.125,-0.546,-0.637,0.297,-0.447,1.071,-0.232,-0.163,-0.144,-0.119,low,low,low,low,med,high,med,low,low,med,low,high
2022,Northeast,Mid-Atlantic,VA,"Deltaville, VA",Deltaville,"Deltaville CDP, Virginia",809,-0.304,-0.922,-0.697,1.436,0.851, NA,1.205,-0.98,0.339,1.658,-0.145,-0.03,low,low,med,high,low,low,low,high,med high,NA,high,low
2022,Northeast,New England,MA,"Woods Hole, MA",Woods Hole,"Woods Hole CDP, Massachusetts",992,-0.192,-0.601,0.562,1.557,0.132,-2.012,1.82,0.338,-0.162,0.008,-0.145,-0.044,low,low,low,med,low,low,med high,high,med,low,high,med
2022,Northeast,New England,ME,"Roque Bluffs, ME",Roque Bluffs,"Roque Bluffs town, Washington County, Maine",367,-0.211,-0.501,-0.492,0.793,0.629,2.145,1.121,-2.401,-0.232,-0.163,-0.146,0.075,low,med,low,low,low,low,low,med high,med high,high,high,low
2022,Northeast,New England,ME,"Islesboro, ME",Islesboro,"Islesboro town, Waldo County, Maine",617,0.195,-0.993,-0.184,1.209, NA,-0.122,1.012,-1.39,-0.232,-0.163,-0.146,0.002,low,med,low,low,med,low,low,high,NA,low,high,low
2022,Northeast,Mid-Atlantic,VA,"Urbanna, VA",Urbanna,"Urbanna town, Virginia",437,-0.833,-0.827,-1.067,0.819,0.631,-0.086,1.107,-0.954,-0.232,-0.163,-0.147,0.034,low,med,low,low,low,low,low,med high,med high,low,high,low
2022,Northeast,Mid-Atlantic,NJ,"Downe/Fortescue/Newport, NJ",Downe,"Downe township, Cumberland County, New Jersey","1,415",0.229,-0.156,0.011,0.827,0.828,-0.441,0.686, NA,-0.041,0.008,-0.147,-0.089,low,low,low,med,med,low,med,med high,med high,low,med high,NA
2022,Northeast,New England,CT,"Bridgeport, CT",Bridgeport,"Bridgeport city, Connecticut","148,470",0.979,1.798,1.188,-0.466,0.392,-0.649,-0.692,0.79,0.091,-0.158,-0.147,-0.121,low,low,med,low,med high,high,high,low,med,low,low,med high
2022,Northeast,Mid-Atlantic,DE,"Fenwick Island, DE",Fenwick Island,"Fenwick Island town, Delaware",350,-1.094,-0.869,-1.042,2.256, NA,2.346,2.64,-0.343,0.243,1.556,-0.148,0.009,low,med,med,high,low,low,low,high,NA,high,high,low
2022,Northeast,Mid-Atlantic,NJ,"Longport, NJ",Longport,"Longport borough, New Jersey",776,-0.708,-0.74,-0.2,1.965,-1.208,1.076,1.797,0.259,0.154,1.133,-0.148,-0.063,low,low,med,high,low,low,low,high,low,high,high,med
2022,Northeast,Mid-Atlantic,DE,"Bethany Beach, DE",Bethany Beach,"Bethany Beach town, Delaware","1,064",-1.043,-0.695,-0.604,1.998,-0.2,0.598,2.701,-0.974,-0.232,-0.163,-0.148,-0.079,low,low,low,low,low,low,low,high,low,med high,high,low
2022,Northeast,Mid-Atlantic,MD,"Edgewater, MD",Edgewater,"Edgewater CDP, Maryland","8,928",-0.055,-0.106,-0.074,-0.418,-0.56, NA,-0.19,0.362,-0.232,-0.163,-0.148,-0.117,low,low,low,low,low,low,low,low,low,NA,low,med
2022,Northeast,Mid-Atlantic,NJ,"Sayreville, NJ",Sayreville,"Sayreville borough, New Jersey","45,136",-0.276,0.867,-0.389,-0.673,-0.135,-0.182,-0.655,0.188,0.03,-0.148,-0.148,-0.121,low,low,med,low,low,med high,low,low,low,low,low,med
2022,Northeast,New England,ME,"Cherryfield, ME",Cherryfield,"Cherryfield town, Washington County, Maine",756,0.812,-0.673,0.464,0.846,1.585,-0.951,0.194,-2.307,-0.232,-0.163,-0.149,-0.044,low,low,low,low,med high,low,med,med high,high,low,med,low
2022,Northeast,New England,ME,"Cumberland Center, ME",Cumberland Center,"Cumberland Center CDP, Maine","2,913",-0.792,-0.368,-0.701,-1.1,-0.169,-0.658,-0.884,-0.267,-0.232,-0.163,-0.149,-0.1,low,low,low,low,low,low,low,low,low,low,low,low
2022,Northeast,Mid-Atlantic,VA,"West Point, VA",West Point,"West Point town, Virginia","3,396",-0.029,-0.498,-0.593,-0.78,0.153,-0.47,-0.04,-0.909,0.06,0.046,-0.149,-0.106,low,low,med,med,low,low,low,low,med,low,low,low
2022,Northeast,Mid-Atlantic,VA,"Portsmouth, VA",Portsmouth,"Portsmouth city, Virginia","97,384",0.604,-0.233,0.706,-0.225,0.451,0.084,-0.378,-0.269,0.052,-0.155,-0.149,-0.121,low,low,med,low,med high,low,med high,low,med,med,low,low
2022,Southeast,Mid-Atlantic,NC,"Bath, NC",Bath,"Bath town, North Carolina",236,-0.532,-0.98,-0.263,1.843,0.584,0.658,1.816,-0.868,-0.232,-0.163,-0.151,0.04,low,med,low,low,low,low,low,high,med high,med high,high,low
2022,Northeast,Mid-Atlantic,NJ,"Fair Haven, NJ",Fair Haven,"Fair Haven borough, New Jersey","6,221",-0.843,-0.592,-0.813,-0.814,-2.535,0.326,-0.955,0.67,-0.232,-0.163,-0.151,-0.116,low,low,low,low,low,low,low,low,low,med,low,med high
2022,Northeast,Mid-Atlantic,NY,"Sayville, NY",Sayville,"Sayville CDP, New York","16,145",-0.658,-0.583,-0.681,-0.294,-1.152,0.338,-0.062,0.82,-0.232,-0.163,-0.151,-0.119,low,low,low,low,low,low,low,low,low,med,low,med high
2022,Northeast,Mid-Atlantic,NY,"West Islip, NY",West Islip,"West Islip CDP, New York","27,192",-0.685,-0.244,-0.776,-0.742,-1.468,0.245,-0.43,0.951,-0.015,-0.143,-0.151,-0.12,low,low,low,low,low,low,low,low,low,med,low,med high
2022,Northeast,New England,MA,"Peabody, MA",Peabody,"Peabody city, Massachusetts","54,204",-0.443,0.528,-0.323,-0.12,-0.194,-0.365,0.153,0.699,-0.232,-0.163,-0.151,-0.121,low,low,low,low,low,med high,low,low,low,low,med,med high
2022,Northeast,New England,ME,"Sedgwick, ME",Sedgwick,"Sedgwick town, Hancock County, Maine","1,355",0.28,-0.597,0.987,-0.151,1.129,0.339,-0.057,-1.63,-0.232,-0.163,-0.152,-0.094,low,low,low,low,med,low,med high,low,high,med,low,low
2022,Northeast,Mid-Atlantic,NY,"Point Lookout, NY",Point Lookout,"Point Lookout CDP, New York","1,110",-0.05,-0.713,-0.821,1.024,-2.013,0.625,0.972,1.407,4.753,12.335,-0.153,-0.09,low,low,high,high,low,low,low,high,low,med high,med high,high
2022,Northeast,Mid-Atlantic,NY,"New Rochelle, NY",New Rochelle,"New Rochelle city, New York","80,828",0.146,1.027,0.006,-0.316,-0.692,-1.062,-0.276,1.459,0.535,-0.139,-0.153,-0.121,low,low,med high,low,med,high,med,low,low,low,low,high
2022,Northeast,Mid-Atlantic,MD,"Nanticoke, MD",Nanticoke,"Nanticoke CDP, Maryland",351,0.638,-0.189,-1.067,-0.437, NA, NA,1.255, NA,0.852,6.486,-0.155,-0.035,low,low,med high,high,med high,low,low,low,NA,NA,high,NA
2022,Northeast,New England,ME,"Brooksville, ME",Brooksville,"Brooksville town, Hancock County, Maine",884,-0.647,-0.881,-0.38,1.15,0.761,0.653,1.076,-1.447,-0.232,-0.163,-0.155,-0.078,low,low,low,low,low,low,low,high,med high,med high,high,low
2022,Northeast,Mid-Atlantic,NJ,"Stone Harbor, NJ",Stone Harbor,"Stone Harbor borough, New Jersey",887,-0.794,-0.79,-0.26,1.572,-1.084,1.43,1.749,0.894,0.437,1.107,-0.155,-0.087,low,low,med,high,low,low,low,high,low,high,high,med high
2022,Northeast,Mid-Atlantic,NJ,"Neptune City, NJ",Neptune City,"Neptune City borough, New Jersey","4,619",-0.078,-0.196,0.895,-1.509,0.352,0.571,-1.023,0.23,-0.232,-0.163,-0.155,-0.115,low,low,low,low,low,low,med high,low,med,med high,low,med
2022,Northeast,Mid-Atlantic,VA,"Smithfield, VA",Smithfield,"Smithfield town, Virginia","8,625",-0.056,-0.392,0.241,0.119,-0.027,0.092,0.135,-0.426,-0.114,-0.145,-0.155,-0.117,low,low,low,low,low,low,med,med,low,med,med,low
2022,Southeast,Mid-Atlantic,NC,"Kill Devil Hills, NC",Kill Devil Hills,"Kill Devil Hills town, North Carolina","7,658",-0.272,-0.164,-0.361,-0.673,0.626,0.701,-0.368,-1.132,-0.076,-0.113,-0.155,-0.118,low,low,low,low,low,low,low,low,med high,med high,low,low
2022,Northeast,Mid-Atlantic,MD,"Ocean Pines, MD",Ocean Pines,"Ocean Pines CDP, Maryland","12,312",-0.706,-0.449,-0.673,1.41,0.088,-0.241,1.748,-1.362,-0.161,-0.149,-0.155,-0.119,low,low,low,low,low,low,low,high,med,low,high,low
2022,Northeast,New England,ME,"Stockton Springs, ME",Stockton Springs,"Stockton Springs town, Waldo County, Maine","1,661",-0.511,-0.9,0.129,0.619,0.696,-0.234,0.481,-1.656,-0.232,-0.163,-0.156,-0.097,low,low,low,low,low,low,med,med high,med high,low,med,low
2022,Northeast,Mid-Atlantic,VA,"White Stone, VA",White Stone,"White Stone town, Virginia",311,0.591,-0.646,-0.155,-0.227,0.837,-1.488,0.222,-1.148,0.147,2.791,-0.157,-0.024,low,low,med,high,med high,low,low,low,med high,low,med,low
2022,Northeast,Mid-Atlantic,NY,"Orient, NY",Orient,"Orient CDP, New York","1,220",-0.783,-0.506, NA,1.547,-1.202,1.187,1.754,0.286,3.891,9.739,-0.157,-0.101,low,low,high,high,low,low,NA,high,low,high,high,med
2022,Northeast,New England,CT,"Guilford, CT",Guilford,"Guilford town, New Haven County, Connecticut","22,046",-0.71,-0.542,-0.81,-0.003,-0.615, NA,0.199,0.313,-0.15,-0.155,-0.157,-0.12,low,low,low,low,low,low,low,low,low,NA,med,med
2022,Northeast,New England,CT,"New Haven, CT",New Haven,"New Haven city, Connecticut","135,736",0.948,0.863,1.262,-0.631,0.363,-0.334,-1.025,0.629,1.497,-0.146,-0.157,-0.121,low,low,high,low,med high,med high,high,low,med,low,low,med high
2022,Northeast,Mid-Atlantic,MD,"Stockton, MD",Stockton,"Stockton CDP, Maryland",75,-1.336,-0.719, NA,3.344, NA, NA,3.69, NA,-0.232,-0.163,-0.158,0.184,low,med,low,low,low,low,NA,high,NA,NA,high,NA
2022,Northeast,Mid-Atlantic,MD,"Benedict, MD",Benedict,"Benedict CDP, Maryland",147,-0.316,-1.26, NA,4.66, NA, NA,4.814,-0.193,-0.232,-0.163,-0.158,0.034,low,med,low,low,low,low,NA,high,NA,NA,high,low
2022,Northeast,Mid-Atlantic,VA,"Surry, VA",Surry,"Surry town, Virginia",222,-0.37,-0.422,-0.951,-0.264,-0.04,-0.957,0.188,-0.908,-0.222,-0.108,-0.158,0.012,low,med,low,low,low,low,low,low,low,low,med,low
2022,Northeast,Mid-Atlantic,MD,"Templeville, MD",Templeville,"Templeville town, Maryland",182,2.818,7.077,2.304,-1.57,1.021, NA,-2.08, NA,-0.232,-0.163,-0.158,0.004,low,med,low,low,high,high,high,low,high,NA,low,NA
2022,Northeast,Mid-Atlantic,DE,"Frankford, DE",Frankford,"Frankford town, Delaware",842,-0.43,2.2,-0.32,-0.928,0.507,0.705,-0.486,-1.386,-0.232,-0.163,-0.158,-0.094,low,low,low,low,low,high,low,low,med high,med high,low,low
2022,Northeast,Mid-Atlantic,DE,"Milton, DE",Milton,"Milton town, Delaware","3,349",0.211,-0.05,0.133,1.278,0.226,1.675,1.348,-1.016,-0.207,-0.153,-0.158,-0.115,low,low,low,low,med,low,med,high,med,high,high,low
2022,Northeast,Mid-Atlantic,NJ,"Oceanport, NJ",Oceanport,"Oceanport borough, New Jersey","6,119",-0.629,-0.413,-0.624,0.404, NA,0.053,0.628,0.222,-0.21,-0.154,-0.158,-0.118,low,low,low,low,low,low,low,med,NA,med,med high,med
2022,Northeast,Mid-Atlantic,VA,"Acquinton, VA",Acquinton,"Acquinton district, King William County, Virginia","8,374",-0.379,-0.463,-0.197,-1.029,0.337,-0.339,-0.614, NA,-0.232,-0.163,-0.158,-0.118,low,low,low,low,low,low,low,low,med,low,low,NA
2022,Northeast,New England,CT,"Old Saybrook, CT",Old Saybrook,"Old Saybrook town, Middlesex County, Connecticut","10,492",-0.759,-0.251,-0.683,-0.011,-0.296, NA,0.485,0.091,3.581,0.696,-0.158,-0.119,low,low,high,med high,low,low,low,low,low,NA,med,med
